source,date,start_time,match_id,event,event_id,event_grade,event_grade_label,event_status,stage,stage_detail,round,best_of,match_status,team1,team1_id,team1_rank,team2,team2_id,team2_rank,team1_match_score,team2_match_score,winner,team1_odds,team2_odds,map_count,source_match_url,fetched_at
5e,2026-05-29,2026-05-29 22:00:00+0800,csgo_mc_2394518,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,100 Thieves,csgo_tm_8474,,Oramond,hltv_team_13470,,2,0,100 Thieves,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2394518,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:00:00+0800,csgo_mc_2394569,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,Lavked,hltv_team_12609,,HEROIC Academy,hltv_team_13233,,2,1,Lavked,1.21,4.44,3,https://event.5eplay.com/csgo/match/csgo_mc_2394569,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:00:00+0800,csgo_mc_2395025,NODWIN Clutch 系列赛 第9季 封闭预选,csgo_tt_9199,5,C级赛事,past,小组赛,小组赛 胜者组 决赛,决赛,3,completed,INOX Division,hltv_team_13814,,UNiTY,hltv_team_12267,,0,2,UNiTY,1.31,3.43,2,https://event.5eplay.com/csgo/match/csgo_mc_2395025,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:10:00+0800,csgo_mc_2394721,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,CYBERSHOKE,hltv_team_12380,,HyperSpirit,hltv_team_13012,,2,0,CYBERSHOKE,1.33,3.27,2,https://event.5eplay.com/csgo/match/csgo_mc_2394721,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:25:00+0800,csgo_mc_2394317,Stake 排位赛 第2季,csgo_tt_9054,3,A级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,Alliance,hltv_team_12474,,Sharks,csgo_tm_8113,,0,2,Sharks,1.59,2.31,2,https://event.5eplay.com/csgo/match/csgo_mc_2394317,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:30:00+0800,csgo_mc_2394961,Elisa 芬兰公开赛 第13赛季,csgo_tt_9209,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 半决赛,半决赛,3,completed,ENCE,csgo_tm_4869,,Kuusamo,hltv_team_13745,,2,0,ENCE,1.12,6.26,2,https://event.5eplay.com/csgo/match/csgo_mc_2394961,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,2026-05-29 22:55:00+0800,csgo_mc_2394438,CCT 2026 欧洲系列赛 第2季,csgo_tt_9189,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Gentle Mates,hltv_team_13404,,EF,csgo_tm_11251,,2,1,Gentle Mates,1.31,3.43,3,https://event.5eplay.com/csgo/match/csgo_mc_2394438,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 00:45:00+0800,csgo_mc_2394319,Stake 排位赛 第2季,csgo_tt_9054,3,A级赛事,past,淘汰赛,淘汰赛 胜者组 决赛,决赛,3,completed,magic,hltv_team_13592,,NIP,csgo_tm_4411,,2,0,magic,2.11,1.71,2,https://event.5eplay.com/csgo/match/csgo_mc_2394319,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:00:00+0800,csgo_mc_2394519,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,Tricked,csgo_tm_4602,,AM,hltv_team_13237,,2,0,Tricked,1.63,2.23,2,https://event.5eplay.com/csgo/match/csgo_mc_2394519,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:00:00+0800,csgo_mc_2394722,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,TDK,hltv_team_13644,,TNC,hltv_team_13403,,2,0,TDK,1.2,4.57,2,https://event.5eplay.com/csgo/match/csgo_mc_2394722,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:00:00+0800,csgo_mc_2394947,BB Circuit X 累西腓 2026,csgo_tt_9169,5,C级赛事,past,淘汰赛,淘汰赛 1/4决赛,1/4决赛,3,completed,BESTIA,hltv_team_12144,,Bounty Hunters,hltv_team_12776,,2,1,BESTIA,1.34,3.22,3,https://event.5eplay.com/csgo/match/csgo_mc_2394947,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:00:00+0800,csgo_mc_2394962,Elisa 芬兰公开赛 第13赛季,csgo_tt_9209,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 半决赛,半决赛,3,completed,cirahvi,hltv_team_13858,,boyband,hltv_team_13859,,0,2,boyband,1.61,2.28,2,https://event.5eplay.com/csgo/match/csgo_mc_2394962,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:00:00+0800,csgo_mc_2395026,NODWIN Clutch 系列赛 第9季 封闭预选,csgo_tt_9199,5,C级赛事,past,小组赛,小组赛 败者组 首轮,首轮,3,completed,Y.NIP,csgo_tm_10960,,Phantom,hltv_team_13173,,2,1,Y.NIP,2.02,1.71,3,https://event.5eplay.com/csgo/match/csgo_mc_2395026,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 01:05:00+0800,csgo_mc_2394570,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,KOLESIE,hltv_team_13314,,ASTRAL,hltv_team_13333,,2,0,KOLESIE,1.51,2.51,2,https://event.5eplay.com/csgo/match/csgo_mc_2394570,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 02:00:00+0800,csgo_mc_2394478,UKIC 游戏联赛 夏季 2026,csgo_tt_9181,5,C级赛事,past,淘汰赛,淘汰赛 败者组 决赛,决赛,3,completed,OKSUCC,csgo_tm_9719,,Dripmen,csgo_tm_11553,,1,2,Dripmen,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2394478,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 02:30:00+0800,csgo_mc_2394320,Stake 排位赛 第2季,csgo_tt_9054,3,A级赛事,past,淘汰赛,淘汰赛 败者组 半决赛,半决赛,3,completed,FaZe,csgo_tm_6667,,Sharks,csgo_tm_8113,,2,0,FaZe,1.28,3.63,2,https://event.5eplay.com/csgo/match/csgo_mc_2394320,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 02:30:00+0800,csgo_mc_2394439,CCT 2026 欧洲系列赛 第2季,csgo_tt_9189,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Just Players,hltv_team_13776,,Genone,csgo_tm_11609,,0,2,Genone,2.16,1.67,2,https://event.5eplay.com/csgo/match/csgo_mc_2394439,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 04:40:00+0800,csgo_mc_2394948,BB Circuit X 累西腓 2026,csgo_tt_9169,5,C级赛事,past,淘汰赛,淘汰赛 1/4决赛,1/4决赛,3,completed,LP,hltv_team_13304,,GameHunters,hltv_team_12988,,2,0,LP,1.2,4.57,2,https://event.5eplay.com/csgo/match/csgo_mc_2394948,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 15:00:00+0800,csgo_mc_2395017,FRAG 第17赛季,csgo_tt_9210,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,HOTU,csgo_tm_11581,,DEPO,hltv_team_12536,,2,1,HOTU,1.1,7.25,3,https://event.5eplay.com/csgo/match/csgo_mc_2395017,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 16:00:00+0800,csgo_mc_2394520,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Gentle Mates,hltv_team_13404,,EF,csgo_tm_11251,,2,1,Gentle Mates,1.4,2.88,3,https://event.5eplay.com/csgo/match/csgo_mc_2394520,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 16:00:00+0800,csgo_mc_2394571,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,Oramond,hltv_team_13470,,Leo,csgo_tm_11446,,2,1,Oramond,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2394571,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 16:00:00+0800,csgo_mc_2394723,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,OG,csgo_tm_10503,,Just Players,hltv_team_13776,,2,0,OG,1.26,3.85,2,https://event.5eplay.com/csgo/match/csgo_mc_2394723,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 16:00:00+0800,csgo_mc_2394794,欧洲职业联赛 7 封闭预选赛,csgo_tt_9201,5,C级赛事,live,小组赛,小组赛 败者组 首轮,首轮,3,completed,ENCE,csgo_tm_4869,,UNiTY,hltv_team_12267,,2,0,ENCE,2.28,1.61,2,https://event.5eplay.com/csgo/match/csgo_mc_2394794,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 16:00:00+0800,csgo_mc_2395028,NODWIN Clutch 系列赛 第9季 封闭预选,csgo_tt_9199,5,C级赛事,past,小组赛,小组赛 败者组 决赛,决赛,3,completed,INOX Division,hltv_team_13814,,aAa,csgo_tm_5639,,2,0,INOX Division,1.11,6.88,2,https://event.5eplay.com/csgo/match/csgo_mc_2395028,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 17:14:02+0800,csgo_mc_2394724,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,TDK,hltv_team_13644,,Omega,hltv_team_13479,,1,0,TDK,1.32,3.32,0,https://event.5eplay.com/csgo/match/csgo_mc_2394724,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 18:00:00+0800,csgo_mc_2394440,CCT 2026 欧洲系列赛 第2季,csgo_tt_9189,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,WW,hltv_team_12967,,Johnny Speeds,hltv_team_12604,,2,1,WW,1.79,2,3,https://event.5eplay.com/csgo/match/csgo_mc_2394440,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 18:20:00+0800,csgo_mc_2395018,FRAG 第17赛季,csgo_tt_9210,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,Omega,hltv_team_13479,,Rune Eaters,hltv_team_12194,,1,2,Rune Eaters,1.66,2.19,3,https://event.5eplay.com/csgo/match/csgo_mc_2395018,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 18:30:00+0800,csgo_mc_2394795,欧洲职业联赛 7 封闭预选赛,csgo_tt_9201,5,C级赛事,live,小组赛,小组赛 胜者组 决赛,决赛,3,completed,CYBERSHOKE Prospects,hltv_team_13594,,Atreides,hltv_team_13668,,2,0,CYBERSHOKE Prospects,2.23,1.63,2,https://event.5eplay.com/csgo/match/csgo_mc_2394795,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 19:00:00+0800,csgo_mc_2394572,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,Phantom,hltv_team_13173,,Bushido Wildcats,hltv_team_13281,,2,0,Phantom,1.61,2.28,2,https://event.5eplay.com/csgo/match/csgo_mc_2394572,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 19:00:00+0800,csgo_mc_2394768,CCT 2026 挑战者 欧洲 第3季,csgo_tt_9193,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 决赛,决赛,3,completed,G2 Ares,hltv_team_12889,,Enjoy,hltv_team_4246,,1,2,Enjoy,1.52,2.47,3,https://event.5eplay.com/csgo/match/csgo_mc_2394768,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 19:00:00+0800,csgo_mc_2395029,NODWIN Clutch 系列赛 第9季 封闭预选,csgo_tt_9199,5,C级赛事,past,小组赛,小组赛 败者组 决赛,决赛,3,completed,Y.NIP,csgo_tm_10960,,WAZABI,hltv_team_13575,,2,0,Y.NIP,1.16,5.34,2,https://event.5eplay.com/csgo/match/csgo_mc_2395029,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 20:30:00+0800,csgo_mc_2394521,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Tricked,csgo_tm_4602,,Nemiga,csgo_tm_7969,,0,2,Nemiga,2.85,1.41,2,https://event.5eplay.com/csgo/match/csgo_mc_2394521,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 21:00:00+0800,csgo_mc_2394321,Stake 排位赛 第2季,csgo_tt_9054,3,A级赛事,past,淘汰赛,淘汰赛 败者组 决赛,决赛,3,completed,NIP,csgo_tm_4411,,FaZe,csgo_tm_6667,,2,0,NIP,2.44,1.53,2,https://event.5eplay.com/csgo/match/csgo_mc_2394321,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 21:30:00+0800,csgo_mc_2394441,CCT 2026 欧洲系列赛 第2季,csgo_tt_9189,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,Gentle Mates,hltv_team_13404,,Genone,csgo_tm_11609,,2,0,Gentle Mates,1.26,3.85,2,https://event.5eplay.com/csgo/match/csgo_mc_2394441,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 21:40:00+0800,csgo_mc_2395019,FRAG 第17赛季,csgo_tt_9210,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,DEPO,hltv_team_12536,,Omega,hltv_team_13479,,0,2,Omega,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395019,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 21:55:00+0800,csgo_mc_2394769,CCT 2026 挑战者 欧洲 第3季,csgo_tt_9193,5,C级赛事,past,淘汰赛,淘汰赛 败者组 半决赛,半决赛,3,completed,brazylijski luz,hltv_team_12745,,Vexar,hltv_team_13761,,0,2,Vexar,,,1,https://event.5eplay.com/csgo/match/csgo_mc_2394769,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:00:00+0800,csgo_mc_2394573,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,ex-Zero Tenacity,hltv_team_13573,,ex-RUBY,hltv_team_13617,,0,2,ex-RUBY,2.85,1.41,2,https://event.5eplay.com/csgo/match/csgo_mc_2394573,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:00:00+0800,csgo_mc_2395030,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,NineFly,hltv_team_13864,,NXG,hltv_team_13862,,1,2,NXG,2.14,1.61,3,https://event.5eplay.com/csgo/match/csgo_mc_2395030,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:00:00+0800,csgo_mc_2395031,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,F5,hltv_team_13201,,absolute cinema,hltv_team_13430,,2,1,F5,1.09,5.91,3,https://event.5eplay.com/csgo/match/csgo_mc_2395031,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:00:00+0800,csgo_mc_2395032,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,LAG,csgo_tm_11955,,makeSHIFT,hltv_team_13863,,2,0,LAG,1.04,7.56,2,https://event.5eplay.com/csgo/match/csgo_mc_2395032,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:00:00+0800,csgo_mc_2395033,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 首轮,首轮,3,completed,Reign Above,hltv_team_13425,,FRZ Unit,hltv_team_13774,,2,1,Reign Above,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2395033,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:10:00+0800,csgo_mc_2394522,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,FOKUS,hltv_team_13679,,FNC,csgo_tm_4991,,2,1,FOKUS,1.65,2.2,3,https://event.5eplay.com/csgo/match/csgo_mc_2394522,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:10:00+0800,csgo_mc_2394725,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Algo,hltv_team_13163,,KOLESIE,hltv_team_13314,,0,2,KOLESIE,2.66,1.46,2,https://event.5eplay.com/csgo/match/csgo_mc_2394725,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 22:30:00+0800,csgo_mc_2394967,Elisa 芬兰公开赛 第13赛季,csgo_tt_9209,5,C级赛事,past,淘汰赛,淘汰赛 败者组 半决赛,半决赛,3,completed,Kuusamo,hltv_team_13745,,cirahvi,hltv_team_13858,,1,2,cirahvi,2.85,1.41,3,https://event.5eplay.com/csgo/match/csgo_mc_2394967,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,2026-05-30 23:30:00+0800,csgo_mc_2395106,Vivatbet kleverr Meistriliiga 第4赛季决赛,csgo_tt_9212,5,C级赛事,past,淘汰赛,淘汰赛 决赛,决赛,3,completed,M1Z,hltv_team_13079,,GENESIS,hltv_team_13076,,1,2,GENESIS,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2395106,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 00:00:00+0800,csgo_mc_2394322,Stake 排位赛 第2季,csgo_tt_9054,3,A级赛事,past,淘汰赛,淘汰赛 总决赛,总决赛,3,completed,magic,hltv_team_13592,,NIP,csgo_tm_4411,,1,2,NIP,1.78,2.01,3,https://event.5eplay.com/csgo/match/csgo_mc_2394322,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 00:00:00+0800,csgo_mc_2394442,CCT 2026 欧洲系列赛 第2季,csgo_tt_9189,5,C级赛事,past,淘汰赛,淘汰赛 总决赛,总决赛,3,completed,WW,hltv_team_12967,,Gentle Mates,hltv_team_13404,,0,2,Gentle Mates,3.17,1.35,2,https://event.5eplay.com/csgo/match/csgo_mc_2394442,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 00:30:00+0800,csgo_mc_2395036,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Marsborne,hltv_team_13124,,LAG,csgo_tm_11955,,2,0,Marsborne,2.41,1.5,2,https://event.5eplay.com/csgo/match/csgo_mc_2395036,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 00:45:00+0800,csgo_mc_2395034,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,SportsBetExpert,hltv_team_13375,,NXG,hltv_team_13862,,2,0,SportsBetExpert,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395034,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:00:00+0800,csgo_mc_2394574,CCT 2026 欧洲系列赛 第3季,csgo_tt_9195,5,C级赛事,live,小组赛,小组赛 第三轮,第三轮,3,completed,Ursa,hltv_team_13231,,TNC,hltv_team_13403,,0,1,TNC,1.76,2.04,0,https://event.5eplay.com/csgo/match/csgo_mc_2394574,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:00:00+0800,csgo_mc_2394949,BB Circuit X 累西腓 2026,csgo_tt_9169,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,Fluxo,csgo_tm_11837,,BESTIA,hltv_team_12144,,0,2,BESTIA,2.56,1.49,2,https://event.5eplay.com/csgo/match/csgo_mc_2394949,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:00:00+0800,csgo_mc_2394968,Elisa 芬兰公开赛 第13赛季,csgo_tt_9209,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 决赛,决赛,3,completed,ENCE,csgo_tm_4869,,boyband,hltv_team_13859,,2,0,ENCE,1.22,4.22,2,https://event.5eplay.com/csgo/match/csgo_mc_2394968,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:00:00+0800,csgo_mc_2395035,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Chicken Coop,hltv_team_13107,,F5,hltv_team_13201,,2,0,Chicken Coop,1.34,3.15,2,https://event.5eplay.com/csgo/match/csgo_mc_2395035,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:00:00+0800,csgo_mc_2395037,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Wanted Goons,hltv_team_12971,,Reign Above,hltv_team_13425,,0,2,Reign Above,1.44,2.55,2,https://event.5eplay.com/csgo/match/csgo_mc_2395037,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:15:00+0800,csgo_mc_2394523,BC Game 大师赛 欧洲 第二季 S2,csgo_tt_9178,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,100 Thieves,csgo_tm_8474,,Nemesis,hltv_team_13355,,1,2,Nemesis,1.76,2.04,3,https://event.5eplay.com/csgo/match/csgo_mc_2394523,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:25:00+0800,csgo_mc_2394726,TP 世界锦标赛 2026 欧洲 第1赛季,csgo_tt_9171,4,B级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Oramond,hltv_team_13470,,CYBERSHOKE,hltv_team_12380,,2,1,Oramond,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2394726,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 01:30:00+0800,csgo_mc_2395027,奥德赛杯 巴西 2026 决赛,csgo_tt_9152,4,B级赛事,past,淘汰赛,淘汰赛 决赛,决赛,5,completed,Yawara,csgo_tm_11933,,UNO,csgo_tm_11555,,3,1,Yawara,1.97,1.81,4,https://event.5eplay.com/csgo/match/csgo_mc_2395027,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 02:40:00+0800,csgo_mc_2395041,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,NXG,hltv_team_13862,,FRZ Unit,hltv_team_13774,,0,2,FRZ Unit,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395041,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 03:15:00+0800,csgo_mc_2395040,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,F5,hltv_team_13201,,makeSHIFT,hltv_team_13863,,2,0,F5,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395040,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 03:45:00+0800,csgo_mc_2395038,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,Wanted Goons,hltv_team_12971,,NineFly,hltv_team_13864,,2,0,Wanted Goons,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395038,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 03:50:00+0800,csgo_mc_2395039,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,LAG,csgo_tm_11955,,absolute cinema,hltv_team_13430,,2,0,LAG,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395039,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 04:00:00+0800,csgo_mc_2394950,BB Circuit X 累西腓 2026,csgo_tt_9169,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,Galorys,hltv_team_12677,,LP,hltv_team_13304,,1,2,LP,1.89,1.89,3,https://event.5eplay.com/csgo/match/csgo_mc_2394950,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 05:00:00+0800,csgo_mc_2395045,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,F5,hltv_team_13201,,FRZ Unit,hltv_team_13774,,2,1,F5,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2395045,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 05:05:00+0800,csgo_mc_2395043,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 半决赛,半决赛,3,completed,Marsborne,hltv_team_13124,,Reign Above,hltv_team_13425,,2,0,Marsborne,1.05,7.56,2,https://event.5eplay.com/csgo/match/csgo_mc_2395043,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 05:40:00+0800,csgo_mc_2395042,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 半决赛,半决赛,3,completed,SportsBetExpert,hltv_team_13375,,Chicken Coop,hltv_team_13107,,0,2,Chicken Coop,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2395042,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 05:40:00+0800,csgo_mc_2395044,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Wanted Goons,hltv_team_12971,,LAG,csgo_tm_11955,,0,2,LAG,3.29,1.31,2,https://event.5eplay.com/csgo/match/csgo_mc_2395044,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 08:05:00+0800,csgo_mc_2395047,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,Reign Above,hltv_team_13425,,F5,hltv_team_13201,,2,0,Reign Above,2.95,1.34,2,https://event.5eplay.com/csgo/match/csgo_mc_2395047,2026-06-01T09:27:40.610670+00:00
5e,2026-05-31,2026-05-31 08:20:00+0800,csgo_mc_2395046,FRAG TAP 重制版 2026,csgo_tt_9208,5,C级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,LAG,csgo_tm_11955,,SportsBetExpert,hltv_team_13375,,1,2,SportsBetExpert,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2395046,2026-06-01T09:27:40.610670+00:00
