date,event,event_tier,status,swiss_round,team1,team2,best_of,map,team1_rank,team2_rank,team1_rmr_points,team2_rmr_points,team1_major_best_placement,team2_major_best_placement,team1_wins,team1_losses,team2_wins,team2_losses,version_tag,odds_team1,odds_team2,hltv_poll_team1,hltv_poll_team2,market_proxy_source,source_match_url,source,team1_recent_winrate_10,team1_bo1_winrate_6m,team1_bo3_winrate_6m,team1_map_winrate,team1_rating,team1_kd,team1_opening_success,team1_clutch_winrate,team1_star_rating,team1_player_sample,team2_recent_winrate_10,team2_bo1_winrate_6m,team2_bo3_winrate_6m,team2_map_winrate,team2_rating,team2_kd,team2_opening_success,team2_clutch_winrate,team2_star_rating,team2_player_sample,market_probability_team1,odds_provider_count,odds_providers,market_signal_source,market_signal_basis,market_signal_proxy,team1_substitute_flag,team1_player_form_score,team1_player_form_trend,team1_player_sample_confidence,team2_substitute_flag,team2_player_form_score,team2_player_form_trend,team2_player_sample_confidence
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,M80,Lynn Vision,1,unknown,33,24,1388.0,1444.0,0,0,0,0,0,0,cs2_2026-06-01,1.5405405405405406,2.4,0.774,0.226,hltv_fan_poll_not_odds,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.6,0.5,0.619,0.5981,1.11,1.207,0.5,0.5,1.11,1,0.8,0.5,0.7857,0.7143,1.28,1.431,0.5,0.5,1.28,1,0.6090534979423868,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.11160000000000006,0.0,0.2,0,0.25,0.0,0.2
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,SINNERS,FlyQuest,1,unknown,30,78,1395.0,1261.0,0,0,0,0,0,0,cs2_2026-06-01,1.6451612903225805,2.2,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.5,0.5,0.575,0.5849,1.036,1.0255,0.5,0.5,1.036,0,0.6,0.5,0.6,0.6667,1.0409,1.05,0.5,0.5,1.0409,0,0.5721476510067114,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.023850000000000038,0.0,0.0,0,0.03340499999999999,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,B8,TYLOO,1,unknown,16,29,1405.0,1330.0,0,0,0,0,0,0,cs2_2026-06-01,1.6451612903225805,2.2,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.5,0.5,0.4211,0.4706,0.9904,0.9912,0.5,0.5,0.9904,0,0.6,0.5,0.7143,0.7283,1.0652,1.0685,0.5,0.5,1.0652,0,0.5721476510067114,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,-0.006960000000000034,0.0,0.0,0,0.04988999999999997,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,MIBR,THUNDER dOWNUNDER,1,unknown,19,57,1392.0,1214.0,0,0,0,0,0,0,cs2_2026-06-01,1.3636363636363638,3.0,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.6,0.5,0.7317,0.6667,1.0652,1.05,0.5,0.5,1.0652,0,0.7,0.5,0.8571,0.7327,1.1033,1.0698,0.5,0.5,1.1033,0,0.6875,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.04433999999999998,0.0,0.0,0,0.067425,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,GamerLegion,NRG,1,unknown,11,49,1439.0,1237.0,0,0,0,0,0,0,cs2_2026-06-01,1.434782608695652,2.75,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.6,0.5,0.6571,0.5843,1.0475,1.0253,0.5,0.5,1.0475,0,0.2,0.5,0.5161,0.5063,1.0046,1.0019,0.5,0.5,1.0046,0,0.6571428571428573,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.028965000000000074,0.0,0.0,0,0.0026399999999999757,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,HEROIC,Sharks,1,unknown,23,45,1401.0,1234.0,0,0,0,0,0,0,cs2_2026-06-01,1.4878048780487805,2.55,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.4,0.5,0.4595,0.5055,1.0,1.0016,0.5,0.5,1.0,0,0.6,0.5,0.6275,0.5968,1.0389,1.029,0.5,0.5,1.0389,0,0.6315312594382362,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.00048000000000001373,0.0,0.0,0,0.026204999999999944,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,BetBoom,Gaimin Gladiators,1,unknown,17,53,1407.0,1229.0,0,0,0,0,0,0,cs2_2026-06-01,1.3636363636363638,3.0,,,missing,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.6,0.5,0.7222,0.6286,1.0636,1.0386,0.5,0.5,1.0636,0,0.4,0.5,0.52,0.4627,1.0048,0.9888,0.5,0.5,1.0048,0,0.6875,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.040200000000000034,0.0,0.0,0,-0.0012000000000000344,0.0,0.0
2026-06-02,IEM Cologne Major 2026 Stage 1,S,scheduled,1,BIG,Liquid,1,unknown,28,45,1421.0,1307.0,0,0,0,0,0,0,cs2_2026-06-01,1.7407407407407407,2.05,0.701,0.299,hltv_fan_poll_not_odds,https://www.hltv.org/events/9028/matches,hltv_opening_article+liquipedia+hltv_match_pages,0.6,0.5,0.8043,0.6897,1.2,1.31,0.5,0.5,1.2,1,0.3,0.5,0.4375,0.3882,1.05,1.0,0.5,0.5,1.05,1,0.5407914020517831,1,['expert_predictions_opening_market'],odds_provider_average,real_odds,False,0,0.183,0.0,0.2,0,0.02250000000000002,0.0,0.2
