date,team,player,rating,kd,opening_success,clutch_winrate,is_substitute,source,note
2026-06-01,M80,slaxz-,1.11,1.207,0.5,0.5,0,hltv_match_page_2394777,HLTV highlighted stats past 3 months
2026-06-01,Lynn Vision,z4KR,1.28,1.431,0.5,0.5,0,hltv_match_page_2394777,HLTV highlighted stats past 3 months
2026-06-01,BIG,blameF,1.20,1.310,0.5,0.5,0,hltv_match_page_2394776,HLTV highlighted stats past 3 months
2026-06-01,Liquid,NAF,1.05,1.000,0.5,0.5,0,hltv_match_page_2394776,HLTV highlighted stats past 3 months
